WORLDGRIDS_CODE,SERIES_NAME,ATTRIBUTE_TITLE,DESCRIPTION,ROOT_FILE,RESOLUTION_SOURCE_M,RESAMPLE_METHOD,CONFIDENCE_INTERVAL,HORIZON_UPPER_DEPTH,HORIZON_LOWER_DEPTH,Z_SCALE,RANGE_DOMAIN_MINIMUM,RANGE_DOMAIN_MAXIMUM,MASK_VALUE,DATA_FORMAT,NO_DATA,ATTRIBUTE_MEASUREMENT_RESOLUTION,ATTRIBUTE_UNITS_OF_MEASURE,CITATION_URL,CITATION_ORIGINATOR,DISTRIBUTION_POSSIBLE,DATA_LICENSE,DATA_LICENSE_URL,CITATION_ADDRESS,PUBLICATION_DATE,PUBLICATION_TITLE,DOWNLOAD_FTP_URL,TECHNICAL_SPECIFICATIONS_URL,PROJECT_URL,LEGEND,LINEAGE_CODE
C01GLC5,GlobCover30,Cultivated land cover for year 2010 based on GlobCover30,Cultivated land cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc10.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
C02GLC5,GlobCover30,Forests cover for year 2010 based on GlobCover30,Forests cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc20.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
C03GLC5,GlobCover30,Grasslands cover for year 2010 based on GlobCover30,Grasslands cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc30.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
C04GLC5,GlobCover30,Shrublands cover for year 2010 based on GlobCover30,Shrublands cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc40.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
C05GLC5,GlobCover30,Wetland cover for year 2010 based on GlobCover30,Wetland cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc50.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
C07GLC5,GlobCover30,Tundra cover for year 2010 based on GlobCover30,Tundra cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc70.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
C08GLC5,GlobCover30,Artificial Surfaces cover for year 2010 based on GlobCover30,Artificial Surfaces cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc80.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
C09GLC5,GlobCover30,Bareland cover for year 2010 based on GlobCover30,Bareland cover for year 2010 based on GlobCover30 product by National Geomatics Center of China (NGCC). Upscaled to 250 m resolution and expressed in percent.,/data/GlobCover30/2010/glc90.vrt,30,average,M,0.00 m,0.00 m,1,0,100,0,Byte,255,1,percent,http://globallandcover.com,National Geomatics Center of China (NGCC),NO,,,chenlj@nsdi.gov.cn,10_feb_2015,,http://www.globallandcover.com/,http://dx.doi.org/10.1016/j.isprsjprs.2014.09.002,http://www.globallandcover.com/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/GlobCover30
P01CHE3,Global precipitation,Mean monthly precipitation at 1 km Jan,Mean monthly precipitation at 1 km (based on MODIS snow product) for January.,/data/Climate/CHELSA_prec_1_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_1",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P02CHE3,Global precipitation,Mean monthly precipitation at 1 km Feb,Mean monthly precipitation at 1 km (based on MODIS snow product) for February.,/data/Climate/CHELSA_prec_2_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_2",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P03CHE3,Global precipitation,Mean monthly precipitation at 1 km Mar,Mean monthly precipitation at 1 km (based on MODIS snow product) for March.,/data/Climate/CHELSA_prec_3_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_3",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P04CHE3,Global precipitation,Mean monthly precipitation at 1 km Apr,Mean monthly precipitation at 1 km (based on MODIS snow product) for April.,/data/Climate/CHELSA_prec_4_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_4",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P05CHE3,Global precipitation,Mean monthly precipitation at 1 km May,Mean monthly precipitation at 1 km (based on MODIS snow product) for May.,/data/Climate/CHELSA_prec_5_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_5",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P06CHE3,Global precipitation,Mean monthly precipitation at 1 km Jun,Mean monthly precipitation at 1 km (based on MODIS snow product) for June.,/data/Climate/CHELSA_prec_6_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_6",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P07CHE3,Global precipitation,Mean monthly precipitation at 1 km Jul,Mean monthly precipitation at 1 km (based on MODIS snow product) for July.,/data/Climate/CHELSA_prec_7_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_7",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P08CHE3,Global precipitation,Mean monthly precipitation at 1 km Aug,Mean monthly precipitation at 1 km (based on MODIS snow product) for August.,/data/Climate/CHELSA_prec_8_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_8",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P09CHE3,Global precipitation,Mean monthly precipitation at 1 km Sep,Mean monthly precipitation at 1 km (based on MODIS snow product) for September.,/data/Climate/CHELSA_prec_9_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_9",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P10CHE3,Global precipitation,Mean monthly precipitation at 1 km Oct,Mean monthly precipitation at 1 km (based on MODIS snow product) for October.,/data/Climate/CHELSA_prec_10_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_10",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P11CHE3,Global precipitation,Mean monthly precipitation at 1 km Nov,Mean monthly precipitation at 1 km (based on MODIS snow product) for November.,/data/Climate/CHELSA_prec_11_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_11",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
P12CHE3,Global precipitation,Mean monthly precipitation at 1 km Dec,Mean monthly precipitation at 1 km (based on MODIS snow product) for December.,/data/Climate/CHELSA_prec_12_1979-2013.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,1000,130,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_12",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
PRSCHE3,Global precipitation,Total annual precipitation at 1 km,Total annual precipitation at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_prec_1979-2013_land.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,9000,850,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_13",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
B02CHE3,Global precipitation,Mean diurnal range [°C] at 1 km,Mean diurnal range [°C] at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_bio2_1979-2013_V1_1.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,70,2,Int16,-32768,1,Celsius,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_14",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
B04CHE3,Global precipitation,Temperature seasonality at 1 km,Temperature seasonality at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_bio4_1979-2013_V1_1.tif,1000,cubicspline,M,0.00 m,0.00 m,1,-75,65,3,Int16,-32768,1,Celsius,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_15",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
B07CHE3,Global precipitation,Temperature Annual Range [°C] at 1 km,Temperature Annual Range [°C] at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_bio7_1979-2013_V1_1.tif,1000,cubicspline,M,0.00 m,0.00 m,1,-75,65,3,Int16,-32768,1,Celsius,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_16",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
B08CHE3,Global precipitation,Mean Temperature of wettest quarter [°C] at 1 km,Mean Temperature of wettest quarter [°C] at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_bio8_1979-2013_V1_1.tif,1000,cubicspline,M,0.00 m,0.00 m,1,-75,65,3,Int16,-32768,1,Celsius,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_16",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
B09CHE3,Global precipitation,Mean Temperature of driest quarter [°C] at 1 km,Mean Temperature of driest quarter [°C] at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_bio9_1979-2013_V1_1.tif,1000,cubicspline,M,0.00 m,0.00 m,1,-75,65,3,Int16,-32768,1,Celsius,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_16",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
B13CHE3,Global precipitation,Precipitation of wettest month [mm] ,Precipitation of wettest month [mm] at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_bio13_1979-2013_V1_1.tif,1000,cubicspline,M,0.00 m,0.00 m,1,0,9000,3,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_17",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
B14CHE3,Global precipitation,Precipitation of driest month [mm] at 1 km,Precipitation of driest month [mm] at 1 km (based on CHELSA climate surfaces).,/data/Climate/CHELSA_bio14_1979-2013_V1_1.tif,1000,cubicspline,M,0.00 m,0.00 m,1,1,9000,3,Int16,-32768,1,mm rainfall,http://chelsa-climate.org/,CHELSA – Climatologies at high resolution for the earth’s land surface areas,YES,Creative Commons Attribution 4.0 International License,,,2015,"Karger, Dirk Nikolaus; Conrad, Olaf; Böhner, Jürgen; Kawohl, Tobias; Kreft, Holger; Soria-Auza, Rodrigo Wilber; Zimmermann, Niklaus E.; Linder, H. Peter; Kessler, Michael (2016): CHELSA climatologies at high resolution for the earth’s land surface areas (Version 1.1). World Data Center for Climate. doi:10.1594/WDCC/CHELSA_v1_18",http://chelsa-climate.org/downloads/,,http://chelsa-climate.org/downloads/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/Climate
L01USG5,Global Ecophysiography,Rock type: Acid Plutonics; based on the global lithology map,"Rock type: Acid Plutonics; based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",,250,near,M,0.00 m,0.00 m,1,1,100,0,Byte,255,1,percent,https://rmgsc.cr.usgs.gov/ecosystems/,"USGS Geosciences and Environmental Change Science Center (GECSC) based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",unclear,,,,2014,,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/Global_Ecophysiography.xml,http://gec.cr.usgs.gov/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/EcoTapestry
L02USG5,Global Ecophysiography,Rock type: Acid Volcanic; based on the global lithology map,"Rock type: Acid Volcanic; based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",,250,near,M,0.00 m,0.00 m,1,1,100,0,Byte,255,1,percent,https://rmgsc.cr.usgs.gov/ecosystems/,"USGS Geosciences and Environmental Change Science Center (GECSC) based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",unclear,,,,2014,,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/Global_Ecophysiography.xml,http://gec.cr.usgs.gov/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/EcoTapestry
L03USG5,Global Ecophysiography,Rock type: Basic Plutonics; based on the global lithology map,"Rock type: Basic Plutonics; based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",,250,near,M,0.00 m,0.00 m,1,1,100,0,Byte,255,1,percent,https://rmgsc.cr.usgs.gov/ecosystems/,"USGS Geosciences and Environmental Change Science Center (GECSC) based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",unclear,,,,2014,,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/Global_Ecophysiography.xml,http://gec.cr.usgs.gov/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/EcoTapestry
L04USG5,Global Ecophysiography,Rock type: Basic Volcanics; based on the global lithology map,"Rock type: Basic Volcanics; based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",,250,near,M,0.00 m,0.00 m,1,1,100,0,Byte,255,1,percent,https://rmgsc.cr.usgs.gov/ecosystems/,"USGS Geosciences and Environmental Change Science Center (GECSC) based on the Global Lithological Map database v1.1 (GLiM, Hartmann and Moosdorf, 2012).",unclear,,,,2014,,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/,http://rmgsc.cr.usgs.gov/outgoing/ecosystems/Global/Global_Ecophysiography.xml,http://gec.cr.usgs.gov/,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/EcoTapestry
